,country,province,confirmed,recovered,deaths,active,latitude,longitude,date
450,USA,Wyoming,701,0,7,700,37.09024,-95.712891,2020-05-14
451,Uruguay,Uruguay,724,547,19,158,-32.522779,-55.765835,2020-05-14
452,Uzbekistan,Uzbekistan,2645,2136,11,498,41.377491,64.585262,2020-05-14
453,Venezuela,Venezuela,455,220,10,225,6.42375,-66.58973,2020-05-14
454,Vietnam,Vietnam,312,260,0,52,14.058324,108.277199,2020-05-14
455,Western Sahara,Western Sahara,6,6,0,0,24.215527,-12.885834,2020-05-14
456,Yemen,Yemen,85,1,12,72,15.552727,48.516388,2020-05-14
457,Zambia,Zambia,654,124,7,523,-13.133897,27.849332,2020-05-14
458,Zimbabwe,Zimbabwe,37,13,4,20,-19.015438,29.154857,2020-05-14
459,Diamond Princess,Diamond Princess,712,651,13,48,None,None,2020-05-14
460,MS Zaandam,MS Zaandam,9,0,2,7,None,None,2020-05-14
461,Kosovo* (disputed teritory),Kosovo* (disputed teritory),944,690,29,225,42.66394,21.09611,2020-05-14
